root,geom,btag,horizon,M,c,c_lo,c_hi,sd_log_iv,sd_log_iv_lo,sd_log_iv_hi,vol_ratio_1sd,var_log_rv_naive,sd_log_iv_naive,overstatement_var,overstatement_sd,is_five_min
NQ,GLOBEX,B0,1day,345,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.1336056381047546,1.0647091800603368,0.044474456493205805,0.02199533095469941,False
NQ,GLOBEX,B0,1day,1379,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.041794563841829,1.007521338657526,1.076062067706298,1.683537580014721,1.0748089412721487,1.036729926872061,-0.009699275449857048,-0.004861454595319725,False
NQ,GLOBEX,B1,1day,5,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.9047466132895816,1.3801255788114288,0.7549834940826818,0.3247579001774934,False
NQ,GLOBEX,B1,1day,6,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.9098481225723505,1.3819725476912885,0.7596838907253127,0.3265307726265956,False
NQ,GLOBEX,B1,1day,10,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.5469320818524759,1.2437572439396989,0.4253025841738636,0.1938603704679469,False
NQ,GLOBEX,B1,1day,12,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.576836622142808,1.255721554383299,0.452855842041074,0.20534469843322167,False
NQ,GLOBEX,B1,1day,23,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.3692953966753894,1.1701689607383154,0.26163280875373895,0.12322429138339897,False
NQ,GLOBEX,B1,1day,46,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.2846384661064232,1.1334189278931348,0.18363213676322698,0.08794859104795338,False
NQ,GLOBEX,B1,1day,138,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.190400689682948,1.0910548518213683,0.0968039250796664,0.04728407086122832,False
NQ,GLOBEX,B1,1day,276,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.1546778485307942,1.0745593741300636,0.06388983763813849,0.03145035636143856,True
NQ,GLOBEX,B1,1day,345,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.1336056381047546,1.0647091800603368,0.044474456493205805,0.02199533095469941,False
