arm,root,geom,position,H,sigma_w,kappa,seed_index,seed,b,c,A,rmse,cond,corr_cb,corr_Ab
A8,ES,GLOBEX,start,0.5,3.980572263628244,5.20248287031427,1,488952441,-0.809410678567259,0.9914207851415796,3.345341193208229,0.009165211408447503,51.47527979079895,-0.7563587829255519,-0.9624998250603256
A8,ES,GLOBEX,start,0.5,3.980572263628244,5.20248287031427,2,2083128022,-1.0047526863777507,0.9537637399182596,4.9049565956257934,0.019534329838590124,79.91060112242738,-0.6781037898694027,-0.9733475206471859
A8,ES,GLOBEX,start,0.5,3.980572263628244,5.20248287031427,3,3204949883,-0.8907794834796129,0.9897645737732093,4.374223095230293,0.009000439614546222,64.74404312931725,-0.7210867739243483,-0.9677426443640391
A8,ES,GLOBEX,start,0.5,3.980572263628244,5.20248287031427,4,2676233026,-0.8370441753210911,0.996455042454894,3.5357431432282884,0.013579494104655561,54.78710360774849,-0.7439931110706566,-0.964431329599496
A8,NQ,GLOBEX,start,0.05,2.5903979854285715,3.139910523314029,0,3458410250,-0.9729350355976051,1.044792765373956,2.847857189031722,0.006537705308335482,65.85814909481844,-0.6893075426607572,-0.9719397689492706
A8,NQ,GLOBEX,start,0.05,2.5903979854285715,3.139910523314029,1,2700668985,-0.8767374101304277,1.0295784320768109,2.220946817918453,0.007153902391279212,52.64136497513709,-0.7269198818572243,-0.9669272882448314
A8,NQ,GLOBEX,start,0.05,2.5903979854285715,3.139910523314029,2,1438427429,-0.8492859727858898,1.0535441499724274,2.475946305401587,0.006861055357931757,50.595458605576916,-0.738634950331123,-0.9652339723832708
A8,NQ,GLOBEX,start,0.05,2.5903979854285715,3.139910523314029,3,790434444,-1.0219214610272498,1.067935339416744,2.7951197017749267,0.013691474788741718,72.66435600132462,-0.6723105026163989,-0.974065570469651
A8,NQ,GLOBEX,start,0.05,2.5903979854285715,3.139910523314029,4,3176194072,-0.9508222223159386,1.0389251166249394,2.740181380229214,0.008658429470863776,62.67946300731715,-0.6974614379630281,-0.9708956001646784
A8,NQ,GLOBEX,start,0.1,2.5517459287941455,3.139910523314029,0,1991947712,-0.8275215403149209,0.9658030587951528,2.576040663736901,0.016532159740688612,48.96067620831376,-0.7482122005536247,-0.963785366500927
A8,NQ,GLOBEX,start,0.1,2.5517459287941455,3.139910523314029,1,2469959966,-0.8304051712998521,1.0015080708642317,2.58427526846138,0.011147003186680333,49.25264361112419,-0.7469288277863022,-0.9639832167846728
A8,NQ,GLOBEX,start,0.1,2.5517459287941455,3.139910523314029,2,287621026,-0.7832891689810584,0.9819420088625908,2.4136879770287765,0.020251616035469967,44.55146329243509,-0.7683791918351646,-0.960497783082762
A8,NQ,GLOBEX,start,0.1,2.5517459287941455,3.139910523314029,3,2435863532,-0.8523750089996921,1.0427493402217425,2.7008183383273923,0.008029382684168564,51.7591294314797,-0.7372957920574884,-0.9654316518764885
A8,NQ,GLOBEX,start,0.1,2.5517459287941455,3.139910523314029,4,3038440686,-0.8034752297216969,0.948844112997528,2.440384399273102,0.016236329981227114,46.31942361455951,-0.7590638685701958,-0.9620608567987522
A8,NQ,GLOBEX,start,0.2,2.88187941017747,3.139910523314029,0,2756244750,-0.7854517937885497,0.9807348863668284,3.104324662634624,0.012923195707442709,48.26253842506345,-0.7673685222787802,-0.9606714593739281
A8,NQ,GLOBEX,start,0.2,2.88187941017747,3.139910523314029,1,1144127183,-0.8050375407010003,1.0045142770774615,3.1505542497211336,0.01188691578090376,49.98135224031336,-0.7583492091373012,-0.9621774462214743
A8,NQ,GLOBEX,start,0.2,2.88187941017747,3.139910523314029,2,3613176791,-0.8030466571918088,1.034853510115107,2.8829164096578257,0.01482685292215171,48.347888854939846,-0.7592586733643848,-0.9620289991919859
A8,NQ,GLOBEX,start,0.2,2.88187941017747,3.139910523314029,3,461495442,-0.8285715551895438,1.0308123952328951,2.8994691085392663,0.013163556976134217,50.52587856911093,-0.7477449741336192,-0.9638575395940815
A8,NQ,GLOBEX,start,0.2,2.88187941017747,3.139910523314029,4,2194258433,-0.732993780087177,1.03477286840403,2.6552492546881665,0.007390247301222292,42.09481889537807,-0.7922285394703631,-0.9560507755364576
A8,NQ,GLOBEX,start,0.3,3.3582282758057116,3.139910523314029,0,2218392786,-0.8030930229250812,1.0463375029621917,2.97475266318817,0.014932720279200177,48.84222603637315,-0.7592374159147982,-0.9620324838287391
A8,NQ,GLOBEX,start,0.3,3.3582282758057116,3.139910523314029,1,3199776719,-0.6849767844030664,0.9735267337097813,2.601754131070229,0.020713355974433405,38.87364557891647,-0.8155993289314862,-0.9508283144567418
A8,NQ,GLOBEX,start,0.3,3.3582282758057116,3.139910523314029,2,2984000207,-0.8558849470036983,1.0365033166652053,3.6771709893469122,0.007028795962290181,57.20363903187708,-0.7357802605119744,-0.9656540226469715
A8,NQ,GLOBEX,start,0.3,3.3582282758057116,3.139910523314029,3,842553215,-1.0243158602843452,1.0271946632772404,4.259039468387755,0.012546657145504857,78.68227556599199,-0.671513563586613,-0.9741639003894236
